"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"ui_bubble_rating bubble_50","Piacevolmente stupito","Entro in questo locale con alcuni amici spinto dal desiderio di provare qualcosa di nuovo. Essendo della zona noto subito delle nuove aperture.Location non molto ampia ma arredata con gusto. Nulla é lasciato al caso.Personale giovane e molto accogliente,subito pronto ad offrirci degli stuzzichini di pane per aggredire la fame (accortezza sempre ben accolta).Menù molto particolare tant é che eravamo un po perplessi,data anche la giovane età dei cuochi.In realtà titubanze smentite in pieno: un tripudio di sapori sia con riguardo ai piatti di carne che a quelli di pesce. Piatti molto ricercati ed abbinamenti veramente interessanti.Grande varietà di vini anche se siamo andati su un classico toscano.Prezzi nella media.Ci tornerò sicuramente,magari con richiesta di riservare la nicchia in fondo alla sala,molto particolare e d impatto per cene romantiche."
"ui_bubble_rating bubble_50","Bravissimi","Complimenti allo chef e tutto lo staff. Piatti impeccabili e tanta gentilezza.ritorneremo senz'altro"
"ui_bubble_rating bubble_50","Serata tra amici","Un ristorante situato nella splendida Firenze, curato sia esteticamente che nelle sue pietanze, personale giovane e competente, nonostante loro stiano lavorando non mancheranno mai sorrisi e parole gentili. Ottimo sia per quanto riguarda la qualità dei prodotti e in generale della ristorazione ma anche per la cortesia nel servizio. Alessio indorato"
"ui_bubble_rating bubble_50","Cena","Sono salito a Firenze con mia moglie per andare a trovare parenti e una sera abbiamo cenato qui e ci siamo trovati benissimo provando per la prima volta il diaframma, davvero mozzafiato.Ottima accoglienza e personale qualificato.Ottimo, consiglio vivamente "
"ui_bubble_rating bubble_50","Super","Ristorante piccolo ma accogliente. Ottimi piatti accompagnati da vini di ottima qualità. Servizio impeccabile.Ritornerò sicuramente"
"ui_bubble_rating bubble_50","Eccezionale!","tutto buono, buonissimo! Gentili e accoglienti. Locale adatto sia per occasione conviviale che intima. Ci tornerò presto."
"ui_bubble_rating bubble_50","Eccellente","Sono entrato in questo bistrot per caso, mi sono trovato benissimo! La cucina è squisita, il personale è davvero gentile, tre giovani ragazzi con tanta esperienza pronti ad accoglierti nel meglio dei modi. Spero di tornare presto!"
"ui_bubble_rating bubble_50","Super consigliato","Una piacevolissima scoperta di gusto e originalità, con gran cura della materia prima. Servizio accogliente e attento. Conto adeguato. Assolutamente da provare!"
"ui_bubble_rating bubble_50","Molto soddisfacente","Un servizio davvero ottimo, il personale molto accogliente, i piatti deliziosi. SENZ'ALTRO ritornerò!"
"ui_bubble_rating bubble_50","Soddisfatto","Mi trovavo per weekend a Firenze ho scoperto questo bellissimo ristorante cena buonissima servizio molto gentile ragazzi molto in gamba che dire da consigliabile a tutto sono rimasto soddisfatto"
"ui_bubble_rating bubble_50","Consigliatissimo","Cena perfetta curata in tutti i particolari personale gentile e disponibile ottime pietanze e dessert di buona qualità.con prezzi alla portata di tutti.lo consiglio."
"ui_bubble_rating bubble_50","Cena buonissima","Cena squisita menù bello servizio eccellente personale preparatissimo complimenti lo consiglio vivamente bravii ci vedremo presto"
"ui_bubble_rating bubble_50","Eccezionale","Un ristorante di alta qualità con un menù ricco e un servizio molto ospitale!Assolutamente da provare."
"ui_bubble_rating bubble_50","Assolutamente da provare!!!","Siamo stati con amici a cena, pietanze prelibate, la presentazione delle portate degna di uno chef stellato, il personale molto disponibile e gentile che ci ha reso la serata unica. Non posso che consigliarlo."
"ui_bubble_rating bubble_50","Eccellente","Consigliato da amici sono venuta qui a cena e sono rimasta veramente soddisfatta.. gestito da 3 ragazzi giovani molto gentili e con tanta voglia di crescere.. ottimo il menù e la carta dei vini.. ottimo anche il rapporto QUALITÀ-PREZZO .. ristorante piccolo,ma accogliente.. ritornerò senz'altro!!"
"ui_bubble_rating bubble_50","UNA VERA SCOPERTA","UN VERO PICCOLO TESORO. Il locale è piccolo ma ben gestito negli spazi. Servizio attento e impeccabile. Cena tra amici, abbiamo praticamente preso tutti i piatti del menù, che non è ampissimo, ma abbiamo trovato tutto veramente molto buono, dalle tartarre al polpo alla piastra al piccione. Lo consiglio a tutti. "
"ui_bubble_rating bubble_50","Fantastico senz'altro","Il locale è eccezionale, gestito da 3 giovani ragazzi competenti e disponibili alle richieste dei clienti. Lo consiglio a tutti! Io ed i miei amici siamo rimasti molto soddisfatti dalla qualità del cibo!!"
"ui_bubble_rating bubble_50","Fantastica esperienza!","Posticino da favola dove passare un paio d’ore con gli amici. Degustando una cucina studiata e ben equilibrata, con tecniche ricercate ed innovative. Si riconoscono le impronte siciliane dei ragazzi, mantenendo comunque i piedi saldi in Toscana, con i prodotti locali e genuini! Professionalità e gentilezza al top! Consiglio vivamente!"
"ui_bubble_rating bubble_50","Ho passato un weekend a Firenze abbiamo mangiato li il primo giorno è ci siamo trovati benissimo, il ragazzo in sala ","Ho passato un weekend a Firenze abbiamo mangiato li il primo giorno è ci siamo trovati benissimo, il ragazzo in sala ha offerto un servizio fantastico ed il cibo era grandioso.... siamo ritornati la a mangiare anche il giorno dopo..! Super consigliato"
"ui_bubble_rating bubble_50","Consigliato di sicuro ! ","Andato in vacanza a Firenze.. al locale ho conosciuto Mario, simpatico e preparato, si mangia alla grande e il locale è molto particolare.. super consigliato !!! "
"ui_bubble_rating bubble_50","Una piacevole sorpresa","Ambiente fantastico e staff molto gentile e preparato! Da provare assolutamente il piccione un piatto nn molto comune ma che merita veramente !ottimo"
"ui_bubble_rating bubble_50","Professionale","Ci tengo a precisare che non ho mai fatto una recensione fino ad ora,ma da quando ho messo piede in questo ristorante l'istinto e lo star bene mi ha spinta a farlo.Posto molto accogliente e intimo,i piatti con ottima presenza e originalità nella presentazione,luogo pulito cosa importantissima.Personale professionale e gentile.La cosa che mi ha abbastanza incuriosita e piaciuta è stata vedere il personale curare i piatti con originalità dato che il ristorante ha la sua cucina a vista d'occhio.Chiara spiegazione dei piatti.Consiglio con soddisfazione questo fantastico ristorante."
"ui_bubble_rating bubble_50","Senz'altro perfetto!","Senz'altro offre gusto qualita,velocità nel servizio e cortesia dei collaboratori.ambiente accogliente pulito( cucina a vista) . Disponibilità assoluta e tanta passione. Un' occhio di riguardo anche per me che sono in gravidanza, mi hanno servito in pochissimo tempo....dessert da sogno!!"
"ui_bubble_rating bubble_30","Migliorabile ma meritano fiducia","Il caso mi ha portato in questo bistrot. Il locale è piccolo, pochi tavoli , informale, con il bancone della cucina a vista, e appare subito confortevole. Merito anche dei proprietari, tutti molto giovani, sia ai tavoli che in cucina, reduci da esperienze all’estero e desiderosi di trasferire la passione che li anima nei piatti che preparano. Il servizio è professionale ma cordiale, carina la spiegazione dei piatti. Il menù si compone solo di antipasti e secondi piatti, sia carne che pesce. I primi sono assenti. I piatti preparati sono originali per ingredienti e preparazione, e risultano nel complesso gradevoli anche se gli accostamenti sono sicuramente inusuali. Ho provato solo carne, sia come antipasto che come secondo. Lingua e manzo. Il dolce invece non mi è piaciuto, troppi gusti sovrapposti. Carta dei vini limitata, ma secondo me coerente con la proposta complessiva del locale. Sono sinceramente curioso di ritornare per assaggiare il pesce ma soprattutto per capire se la prima sensazione di piacevolezza complessiva è confermata. E credo che sarà così. Invito davvero a provare questa proposta suggestiva di ragazzi che hanno avuto il coraggio di partire dalla Sicilia andare in Australia e tornare per lanciarsi in questa avventura fiorentina."
"ui_bubble_rating bubble_50","Super eccellente","Mi sono trovata a firenze per affari e siamo antati a cena in questo nuovo ristorante senz'altro.abbiamo fatto un ottima scelta tutto super eccellente,abbiamo provato il segreto dell maiale una bontà infinita,lo consigli a tutti.servizio al top ci rivedremo molto presto consigliatissimo."
"ui_bubble_rating bubble_50","Ragazzi giovani e in gamba","Un bistrot davvero accogliente e tranquillo dove mi sono ritrovato con la mia ragazza ad assaporare i vari piatti che mi hanno davvero colpito...Lo consiglio "
"ui_bubble_rating bubble_50","Ottimo!","Tutti prodotti di alta qualità, cibo ottimo, servizio molto cordiale, tornerò sicuramente, Complimenti!"
"ui_bubble_rating bubble_50","Bravi","Serata molto piacevole e gustosa! Cibo molto buono, consigliatissimo! Bravi ragazzi! Secondi molto buoni, dessert stupendi, avrei assaggiato un primo molto volentieri!!! "
"ui_bubble_rating bubble_50","Bistro molto carino <U+0001F44C>","Ottimo posto accogliente e carino un ottimo servizio con piatti unici e gustosi Tornerò a trovarvi "
"ui_bubble_rating bubble_50","Davvero ottimo","Cucina gourmet di prima qualità realizzata con prodotti del territorio, servizio eccellente! Nulla da criticare... Spero di tornare presto."
"ui_bubble_rating bubble_50","Promosso!","Locale nuovo e curato,accoglienza calorosa e servizio eccezionale. Abbiamo mangiato benissimo! Ci vediamo presto..."
"ui_bubble_rating bubble_50","Ottimo ristorante","Ottimo locale, personale impeccabile... Che dire, ho mangiato benissimo!!! Cucina strepitosa! Raggiungibile facilmente... Tornerò sicuramente"
"ui_bubble_rating bubble_50","Molto buono","Locale accogliente, personale gentile, cibo molto buono, ed una qualità prezzo, ci ritornerò sicuramente."
"ui_bubble_rating bubble_50","Ottimo? Senz'altro!!","Mi trovavo con degli amici a Firenze, abbiamo deciso di fermarci a mangiare in questo ristorantino. Ci siamo trovati davvero bene prodotti di qualità e servizio cordiale....ci ritornerò "
"ui_bubble_rating bubble_50","Arrivederci senza altro","Grazie per averci coccolato con mio marito,con tutte le vostre ricette buonissime,abbiamo passato una Bella serata in una location unica nel suo genere, Lo consiglio a tutte quelle persone che da ciceroni a Firenze non sanno dove andare per gustare un ottima cucina,"
"ui_bubble_rating bubble_50","Senza altro tornero","Mi sono imbattuto in un bistrot dove I sapori mediterranei si incontrano in una citta d'arte,questi ragazzi sono riusciti a dare un impronta essenziale a portata di tutte le tasche,mi sono trovato veramente bene l'equipe cordiale e molto attenta al cliente.lo consiglio vivamente sono sicuro che vi trovarete bene"
"ui_bubble_rating bubble_50","Cena di lavoro ","Cena Eccellente , piatti ben curati e soprattutto ottimi al palato, personale esperto e cordiale. Complimenti continuate così."
"ui_bubble_rating bubble_50","Eccellente","Mi trovavo di passaggio e leggendo le recensioni degli altri utenti ho deciso di provare.. Che dire, tutto vero.. Ho prenotato il dolce e sono rimasta veramente soddisfatta.. Ritornerò!"
"ui_bubble_rating bubble_50","Cena in famiglia.","Sono stata con la mia famiglia in questo ristorante...Siamo rimasti incantati.sia per il personale (accogliente e disponibile)sia per le pietanze..TUTTO DI OTTIMA QUALITÀ E GUSTOSISSIMO....Ci ritorneremo sicuramente prestissimo."
"ui_bubble_rating bubble_50","Promosso alla prima cena..","Locale nuovo,curato e gestito da giovani intraprendenti, dalla cucina escono piatti non banali ma curati nella presentazione e con abbinamenti che esaltano la materia prima! Ottimo rapporto per qualità prezzo e quantità. Buono il pane e i dolci, carta dei VINI adeguata al Bistrot con ricarichi giusti ConsigliatoUna cosa da migliorare è l'impianto di aerazione ...si sentono troppo gli odori della cucina!"
"ui_bubble_rating bubble_50","Delizioso!","Siamo rimasti molto sorpresi da questa nuova apertura in borgo la croce. Accoglienza calorosa e servizio eccezionale... Menù variegato e rapporto qualità/prezzo ottimo! A presto, ritorneremo"
"ui_bubble_rating bubble_50","La porta su Firenze","La sua posizione, situato proprio all'ingresso del centro fiorentino, a due passi da Piazza Beccaria, rende il locale la meta ideale per chi, dopo cena, vuole vivere il centro storico della città!Luogo unico nel suo genere (almeno a Firenze), amalgama perfettamente cucina, vino e servizio (tutti gli addetti ai lavori cortesi e cordiali).Assolutamente consigliato!"
"ui_bubble_rating bubble_50","Perfetto! ","Abbiamo mangiato benissimo, personale gentile ed attento. Ottima cucina e qualità delle materie prime. Torneremo presto "
"ui_bubble_rating bubble_50","Potenzialmente il miglior bistrot della città!","Particolare, innovativo, estroverso! Un locale all’avanguarda sotto tutti i punti di vista...il menù è variegato, la scelta dei piatti è ben strutturata. Consiglio vivamente di provare la cena!! Superbo!!"
"ui_bubble_rating bubble_50","Senz’altro uno dei migliori ristoranti a Firenze!","Piccolo ristorante essenziale, di tendenza , stile industrial. Cucina gourmet e ricercata realizzata con prodotti del territorio e di prima qualità. La cucina è a vista e ho potuto constatare che i cuochi sono due giovani ragazzi davvero in gamba. Servizio eccellente grazie al metre di sala che è stato attento ad ogni dettaglio. Non male anche la carta dei vini , abbastanza ampia e di qualità . Prezzi più bassi della media Fiorentina. In pratica nulla da criticare e tutto da elogiare! In gamba ! Ritornerò sicuramente."
"ui_bubble_rating bubble_50","Una felice scoperta","Sono stato in questo locale con alcuni amici e si è rivelato un gran bel posto. Un angolo di buon gusto non solo per la cucina ottima ma anche per l'atmosfera accogliente e ben curata. I ragazzi che lo gestiscono poi sono davvero bravi: ti mettono a tuo agio, non sono invadenti ma allo stesso tempo molto attenti. Si vede che ci mettono tanto entusiasmo.Bravi bravi bravi"
"ui_bubble_rating bubble_50","Un fine settimana a Firenze","Posto accogliente ragazzi in gamba piatti ottimi soddisfAti consigliatissimo.Quando ritorneremo a Firenze primo posto da andare sarà a Senz'altro.Arrivederci a presto ragazzi"
"ui_bubble_rating bubble_50","Spettacolo","Un esperienza culinaria al top piatti unici. Un esplosione di sapori e di colori. Complimenti ai tre giovani gestori siete unici. Grazie di tutto"
"ui_bubble_rating bubble_50","Unico","Data la posizione non centralissima mi aspettavo la solita esperienza in cui nulla ti colpisce veramente, quanto mi sbagliavo!Locale molto ben curato e soprattutto piatti spaziali, si percepisce tutta la tecnica e la passione dello Chef,prodotti ricercati e di qualitá al servizio di una mente billante. Torneró assolutamente"
"ui_bubble_rating bubble_50","Squisito ","Complimenti ai ragazzi così giovani ma preparati professionalmente cena squisita torneremo senz' altro braviiiiii continuate così "
"ui_bubble_rating bubble_50","Avanti così","Locale gestito da ragazzi giovani e preparati, è destinato a diventare uno dei punti fermi dell'offerta gastronomica della zona. Se ad un avventore navigato la giovane età degli osti può trarre in inganno, niente paura. Verrete conquistati dai sapori unici di questa cucina rivisitata e originale.Bravi!"
"ui_bubble_rating bubble_50","Davvero ottimo","Mi sono ritrovata in questo bistrot per caso, sono rimasta molto soddisfatta. Cucina interessante e moderna,i piatti particolarissimi. Spero di tornare presto!"
"ui_bubble_rating bubble_50","Eccellente","cibo ottimo per il palato,ottima anche la carta dei vini. Personale accogliente e professionale.Tornerò sicuramente!"
"ui_bubble_rating bubble_50","Finalmente un buon ristorante!!","Io e la mia ragazza abbiamo deciso di fermarci per un aperitivo che poi si è concluso con una cena per un menù che attirava troppo il mio palato ,ottime etichette di vino,personale cortese attento e molto preparato nonostante la giovane età.Senz’altro ci ritorneró"
"ui_bubble_rating bubble_50","PASSIONE PURA PER LA CUCINA","Ottima cena con piatti originali e vini di ottima qualità, il personale è molto molto socievole e il servizio è eccellente. Da rifare sicuramente."
"ui_bubble_rating bubble_50","Bella serata tra amici!","Splendida serata tra amici in questo posticino! Ci siamo divertiti assaggiando i gustosissimi piatti che propongono questi giovani ragazzi.... top!"
"ui_bubble_rating bubble_50","Ottimo!","Delizioso menù Eccellente personale e servizio, il menù e la presentazione dei piatti sono il fiore all'occhiello di questo meraviglioso ristorante.Assolutamente da provare!!!"
"ui_bubble_rating bubble_30","Migliorabile","Locale facilmente raggiungibile con l'auto visto che è all'inizio della zona pedonale.Accogliente anche se piccolo, molto carino nel design in quanto moderno, ma allo stesso tempo vintage.Forse hanno scelto il termine bistrò visto che ha pochi posti, ma nelle classifiche lo trovi come ristorante e quindi ti fai una aspettativa.Menù molto ristretto con assenza di primi (incrementerei il numero di piatti e di antipasti!)I piatti sono ben presentati, direi buoni e senza note di demerito, ma senza quel qualcosa che ti aspetteresti viste le recensioni.In definitiva sovrastimato, ma può migliorare.Locale adatto per spuntino, pranzo con qualche amico, non per qualcosa di intimo, romantico, cene importanti o lavoro."
"ui_bubble_rating bubble_50","goooooodddddd","bellissima esperienza culinaria sapori indescrivibili non ci sono parole tanta roba bona da assaggiare assolutamente lo consiglio vivamente un saluto da mauro calabro "
"ui_bubble_rating bubble_50","Angela","Eccellenti piatti curati nei minimi dettagli consiglio il Bistrot senz altro perché di certo si trova laQualità"
"ui_bubble_rating bubble_50","Senz'altro","3 giovani ragazzi hanno recentemente aperto un piccolo bistrot Dove il tutto viene fatto al momento cibo ottimo,topinambur e gamberi un buon inizio, ma il piatto migliore secondo il mio parere il filetto di maiale con indivia e riduzione al marsala. tutto e accompagnato da molti vini al calice e da un servizio ed una gentilezza straordinaria continuate cosi e buona fortuna grazie a presto!."
"ui_bubble_rating bubble_50","Una novità","Sono stata con mio marito a Firenze per anniversario...cercavo un ristorante e mi è colpito il nome di questo ristorante...ve lo consiglio a tutti...ci sono degli ottimi piatti..açcoglienza molti gentile..."
"ui_bubble_rating bubble_50","Fra amici al senz'altro","Siamo stati a cena da senz'altro, con amici x provare questa nuova apertura, devo dire che siamo rimasti soddisfatti, ottima accoglienza, cibo buonissimo e dolci squisiti.ragazzi che svolgono bene il proprio lavoro, complimenti ci rivedremo presto,lo consiglio a tutti di andare a provarlo"
"ui_bubble_rating bubble_50","Contemporaneo e delizioso","Sono stato da senz'altro un sabato sera in cui dovevo ospitare una coppia di amici in visita da Torino,su consiglio di conoscenti e colleghi abbiamo scelto questo bistró in borgo la croce.Servizio impeccabile,dalla lettura e spiegazione dei menu fino alla scelta del dolce.La qualità dei prodotti eccelsa e la maestria del cuoco sono sicuramente un punto di forza per questo locale.Ci tornerò presto "
"ui_bubble_rating bubble_50","SENZ'ALTRO Bistrot.da provare assolutamente","ero a firenze per lavoro.e mi anno consigliato SENZ'ALTRO Bistrot da poco aperto e devo dire .consigliato benissimo locale accogliente personale gentilissimo e preparati .piatti buonissimi .da provare."
"ui_bubble_rating bubble_50","Nella botte piccola c'e sempre il vino buono","Io e la mia ragazza ci siamo recati in questo bistrot grazie al suggerimento di un mio amico non posso altro che confermare tutto quello che mi era stato detto cibo vino e servizio top grandii!!!! A presto"
"ui_bubble_rating bubble_50","Bistrot","Grande passione per il propio lavoro.Devo assolutamente raccomandare questo posto per l’ottima cucina e gentilezza del personale. 3 giovani ragazzi che credono in quello che fanno e si dimostra nei piatti e nel servizio professionale.bravi continuate così ci rivediamo senz’altro !"
"ui_bubble_rating bubble_50","Pranzo di lavoro ","Bravi ragazzi menu lunch davvero ottimo 8 euro primo più acqua e caffè .la pasta e di produzione loro quindi che dire veramente ottimo non mi resta che provare la cena."
"ui_bubble_rating bubble_50","Che goduria..........","Insieme alle mie amiche non avevamo mai provato qualcosa di simile: il menù è il fiore all’occhiello della struttura...location ben curata anche nei particolari. Pochi coperti che permettono di garantire un servizio puntualissimo!!! Da tornarci di corsa, con l’acquolina in bocca..."
"ui_bubble_rating bubble_50","Senz’Altro STUPENDO!","Bellissimo menù, è il loro punto forte!! I ragazzi sono giovani ma preparatissimi...offrono un servizio impeccabile! La lingua è deliziosa...il diaframma idem....da leccarsi i baffi!!"
"ui_bubble_rating bubble_50","Che sorpresa!","Una domenica sera, insieme alle mie amiche, ci siamo ritrovate in borgo la croce..e, attratte dalla location, abbiamo deciso di provare. Cucina interessante, moderna e piena di sorprese...ottimo il servizio!!! Torneremo sicuramente!"
"ui_bubble_rating bubble_50","Senz'altro in love...","Io e la mia dolce metà abbiamo passato una bellissima serata in questo nuovo e grazioso bistrot. Il menù è il vero punto forte: piatti particolarissimi!! Consiglio!!"
"ui_bubble_rating bubble_50","Troppo buono","Locale accogliente e curato in ogni dettaglio, personale gentile e preparato... cibo ottimo dai gusti perfettamente bilanciati, lo consiglio a chi cerca la qualità a Firenze!"
"ui_bubble_rating bubble_50","Very good","Locale piccolo ma allo stesso tempo molto accogliente, personale qualificato e in gamba, i piatti sono una delizia per il palato. Ottimo anche il rapporto qualità-prezzo, soddisfacente la carta dei vini. Sono rimasta molto soddisfatta, ritornerò sicuramente!"
"ui_bubble_rating bubble_50","Delicius","Cibo ottimo con personale gentile e professionale,vini da enoteca molto forniti. Spero di tornare presto!"
"ui_bubble_rating bubble_50","Favoloso","Siamo stati a pranzo per la prima volta in questo bistrot contando sulle altre recensioni. Ragazzi giovani e pieni di esperienza che curano ogni piatto rendendolo perfetto! Tornerò sicuramente."
"ui_bubble_rating bubble_50","Locale accogliente e personale gentilissimo","Sono stata in questo locale qualche giorno fa con il mio fidanzato! Cibo squisito e piatti molto particolari. Personale gentilissimo, e molto in gamba. Ci tornerò senz'altro."
"ui_bubble_rating bubble_50","Senz'altro da tornare!!","Mi sono fermata con il mio compagno in questo delizioso Bistrot in una delle più caratteristiche vie di Firenze. All'accoglienza super cordiale dei proprietari si aggiungono un menù unico, composto da piatti che lo caratterizzano dagli altri posti in zona, e un'atmosfera davvero particolare! Ci torneremo Senz'altro!!"
"ui_bubble_rating bubble_50","Da provare assolutamente!","Sono stato a cena al Senz'Altro Bistrot con la mia ragazza: il locale è molto accogliente curato in ogni dettaglio; i ragazzi sono bravissimi, educati e ospitali; il menù è molto studiato e offre piatti molto interessanti (anche per vegetariani!). In una delle vie più gradevoli del centro (una delle poche rimaste davvero pedonali), se la serata è gradevole si può pure mangiare nei tavolini all'aperto! Da provare assolutamente!"
"ui_bubble_rating bubble_50","Eccellente","Siamo stati a cena in questo bistrot per la prima volta fidandoci delle recensioni degli altri utenti.Non potevano capitare in un posto migliore.Accogliente, per nulla pretenzioso e molto curato. Il menu non prevede pasta o primi piatti, ma non se ne sente assolutamente la mancanza perché sia gli antipasti che i secondi ne compensano abbondantemente l’assenza. Consigliatissima la lingua, il piccione, la costata e naturalmente i dolci.Il personale è molto gentile e professionale, il servizio veloce e attento, il conto in linea con la qualità del cibo.Last but not least, se avete un cane sapranno trovarvi un posto in cui stare tranquilli.Torneremo sicuramente! "
"ui_bubble_rating bubble_50","Posto delizioso, cibo ottimo","Piacevole sorpresa,con un amica ci siamo capitate per caso Molto caratteristico , cibo fresco e particolare, i dolci buonissimiCi tornerò sicuramente con marito e famiglia"
"ui_bubble_rating bubble_50","Troppo buono!","Sono stata a cena con un’amica per provare qualcosa di diverso, devo dire che sono rimasta veramente sorpresa!Piatti unici, dai gusti perfettamente bilanciati e presentati benissimo.Servizio molto accurato e personale simpatico!Il locale è nuovo e si presenta veramente molto bene.Una piacevolissima sorpresa, torneremo sicuramente!!!"
"ui_bubble_rating bubble_50","Super ","Se si passa da Firenze ci si deve passare per forza quasi una tappa obbligatoria. Tutto ottimo il personale molto cortese "
"ui_bubble_rating bubble_50","Cena squisita! ","Questo offre accostamenti culinari di altissimo livello, servizio praticamente perfetto e location accattivante. Spero di tornare presto!!! "
"ui_bubble_rating bubble_50","Week end a firenze","Insieme a mio marito ho trascorso un fantastico week end in quel di Firenze. Incantata da questa favolosa città. Per caso ci siamo ritrovati in questo ristorante.. Senz altro e che dire Cibo strordinario. Un menu davvero assortito. Lo staff eccellente soprattutto perché ti indirizza a scegliere la pietanza in base ai propri gusti.Ottimo il rapporto qualità prezzo!!! E che dire ritornerò Senz altro!!!!!COMPLIMENTIALLA PROSSIMA "
"ui_bubble_rating bubble_50","Una meraviglia...it's fantastic","Stile, professionalità, qualità, gentilezza, bontà, originalità dei piatti, abbinamenti gustosi e raffinati: una vera delizia per il palato! SENZ' aggiungere ALTRO provatelo "
"ui_bubble_rating bubble_50","Buonissimo!!!!","Sono stata a Firenze e abbiamo mangiato in questo posto bellissimo e sopratutto buonissimo !!!! Prezzi ottimi , cibo da consigliare e vino buono ! Tutto in tutto è stato una cena buonissima ! Vi consilio di provare ,,il segreto di maiale” ed ,, il piccione favoloso” !Lo staff di ottima competenza. Cmq astutamente da provare!!!"
"ui_bubble_rating bubble_50","Pranzo in famiglia","Ottimo cibo con personale sorridente e gentile, ci sono stato per un pranzo in famiglia lo consiglierei a molte persone!! "
"ui_bubble_rating bubble_50","Tornerò senz'altro","Locale intimo ed accogliente,facilmente raggiungibile a piedi, in una via vivace anche di lunedì sera.Il personale è cortese,attento e professionale,sia in sala che in cucina.Il cibo è ottimo e anche bellissimo.Consigliatissimo"
"ui_bubble_rating bubble_50","Senz'altro un ottimo inizio!","In un locale intimo e accogliente, tre giovani brillanti riescono a creare dei piatti eccellenti dalla presentazione impeccabile! Senza dubbio un posto che riserverà ancora buonissime sorprese, come il baccalà mantecato che era meraviglioso!"
"ui_bubble_rating bubble_50","Fantastico!","Locale piccolo e molto accogliente vicino a piazza beccaria. Tre ragazzi siciliani giovani e preparatissimi in cucina ed in sala. Piatti molto curati e SENZ'ALTRO particolari. Anche la presentazione è super. Bella carta dei vini, non solo toscani.E alla fine il conto è stata un'altra piacevolissima sorpresa.Bravi davvero!"
"ui_bubble_rating bubble_50","semplicemente eccezionale","sono stato per cena con la mia fidanzata...eravamo di passaggio ed i ragazzi ci hanno reso la serata indimenticabile...clima molto familiare ma con professionalità e cura per il servizio...il cibo è stato delizioso..abbinamenti perfetti..piatti curati e con un ottimo sapore..prezzi onesti...ritornerei molto volentieri al più presto... consiglio vivamente"
"ui_bubble_rating bubble_50","Spettacolo!","Abbiamo trovato questo luogo dove riscoprire piacevoli abitudini culinarie dimenticate. Ottima accoglienza, piatti stupefacenti e servizio al top. Lo consiglierei a chi cerca la qualità a Firenze!"
"ui_bubble_rating bubble_50","Fenomenale","Ottima scoperta!! Passando per caso in zona piazza beccaria ci siamo trovati in questo nuovo piccolo angolo di paradiso culionario!! Personale cordilale e cibo di livello superiore! Assolutamente consigliato"
"ui_bubble_rating bubble_50","Bello e buono!","Che sorpresa in zona Beccaria : 3 giovani ragazzi in gamba hanno tirato su proprio un bel percorso culinario caratterizzato dalla qualità. Consiglio senz'altro!!!"
"ui_bubble_rating bubble_50","Una bella sorpresa","Siamo stati in questo localino per una cena relax tra amici. Davvero raffinato e ben curato. Proprietari e camerieri gentilissimi. Abbiamo trascorso una bella serata addolcita da un buon petit four come da foto. Ritorneremo sicuramente. Consigliatissimo. "
"ui_bubble_rating bubble_50","Bella scoperta","Non potevo trovare di meglio gentilezza qualità e ottimo cibo in unico Bistrot ritornerò senz'altro.."
"ui_bubble_rating bubble_50","Gourmet allo stato puro","Con alcuni amici siamo passati da questa struttura per provare i piatti di questi giovani chef.I secondi sono qualcosa di incredibile, buonissimi! TORNEREMO PRESTO"
"ui_bubble_rating bubble_50","Il miglior Bistrot della zona!","Una cucina cosi particolare e curata, in zona beccaria, non si era vista mai: piccione, diaframma, segreto...roba fa non credere!! I ragazzi sono preparati ed intraprendenti...consiglio per la cena! Top"
"ui_bubble_rating bubble_50","Cucina deliziosa!!","Vivissimi complimenti a questi ragazzi che offrono un menù pieno zeppo di novità gastronomiche mai viste in zona!! Vini da enoteca...molto forniti! Bravi bravi bravi!!!"
"ui_bubble_rating bubble_50","Compleanno perfetto ","Sono stata a pranzo in questo nuovo locale per il mio compleanno. Non potevo scegliere posto migliore. Personale gentilissimo e disponibile. Ma soprattutto cibo ottimo. Tra le cose che mi hanno colpito di più sono state la costata di vitello e il pane integrale di propria produzione. Solo alla vista dava una sensazione di genuinità e cose buone che mi ricordava casa. Ci tornerò sicuramente."
"ui_bubble_rating bubble_50","Tutto buono","Ci sono stato per un anniversario con la mia compagna e ci siamo trovati davvero bene. Tutto buono e personale gentilissimo."
"ui_bubble_rating bubble_50","Visita a Firenze","Mentre giravo tra le vie nelle ore di pranzo, ho notato questo ristorante e ci sono entrato. Piatti belli alla vista e al sapore!"
"ui_bubble_rating bubble_50","Cena squisita!","Ampia varietà nel menù e ottima qualità! Il locale seppur piccolo è molto carino e accogliente, personale cortese e attento. Tornerò sicuramente, più che soddisfatta!!"
"ui_bubble_rating bubble_50","Senza parole","Sono stata a Firenze con un'amica un fine settimana come io da buona siciliana e lei da una toscana e mezza calabrese abbiamo deciso di provare la cucina mediterranea siamo stati in questo ristorante ci hanno lasciati a bocca aperta mangiare buonissimo una delizia che ti resta sul palato che non vuoi neanche smettere di mangiare ristorante molto stupendo piccolino ma carino personale Molto giovanile È molto cordiale è il più bello è stato che ci hanno fatto sentire come se fossimo in una famiglia consiglio tutti di provare buonissimo prelibato complimenti ragazzi da ritornarci presto"
